millis,time,mode,bat_voltage,bat_percent,dt,v_raw,v_hat,v_ref,z_ref,z_meas,e_v,int_ev,de_v_dt,de_v_dt_filt,u_pid,Kp_up,Ki_up,Kd_up,Kp_down,Ki_down,Kd_down,Kp_z,tof_alt,leftThrust,rightThrust,verticalThrust
6673,15:50:26,SAFETY,8,77.9,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.142,0,0,0
6773,15:50:26,SAFETY,8.09,82.6,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.137,0,0,0
6873,15:50:26,SAFETY,8.09,82.6,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.13,0,0,0
6973,15:50:26,SAFETY,8.09,82.6,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.128,0,0,0
7077,15:50:27,SAFETY,8.09,82.6,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.118,0,0,0
7177,15:50:27,SAFETY,8.09,82.6,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.12,0,0,0
7277,15:50:27,SAFETY,8.15,86,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.112,0,0,0
7377,15:50:27,SAFETY,8.15,86,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.102,0,0,0
7481,15:50:27,SAFETY,8.15,86,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.096,0,0,0
7581,15:50:27,SAFETY,8.15,86,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.091,0,0,0
7681,15:50:27,SAFETY,8.15,86,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.082,0,0,0
7781,15:50:27,SAFETY,8.14,85.5,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.081,0,0,0
7885,15:50:27,SAFETY,8.14,85.5,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.068,0,0,0
7985,15:50:27,SAFETY,8.14,85.5,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.061,0,0,0
8085,15:50:28,SAFETY,8.14,85.5,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.058,0,0,0
8185,15:50:28,SAFETY,8.14,85.5,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.048,0,0,0
8285,15:50:28,SAFETY,8.06,81,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.041,0,0,0
8385,15:50:28,SAFETY,8.06,81,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.038,0,0,0
8485,15:50:28,SAFETY,8.06,81,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.032,0,0,0
8585,15:50:28,SAFETY,8.06,81,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.026,0,0,0
8685,15:50:28,SAFETY,8.06,81,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.021,0,0,0
8785,15:50:28,SAFETY,7.99,77.2,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.016,0,0,0
8885,15:50:28,SAFETY,7.99,77.2,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.009,0,0,0
8985,15:50:28,SAFETY,7.99,77.2,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.002,0,0,0
9085,15:50:29,SAFETY,7.99,77.2,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.999,0,0,0
9185,15:50:29,SAFETY,7.99,77.2,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.991,0,0,0
9285,15:50:29,SAFETY,8.06,81,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.986,0,0,0
9385,15:50:29,SAFETY,8.06,81,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.979,0,0,0
9485,15:50:29,SAFETY,8.06,81,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.974,0,0,0
9585,15:50:29,SAFETY,8.06,81,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.966,0,0,0
9685,15:50:29,SAFETY,8.06,81,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.962,0,0,0
9785,15:50:29,SAFETY,8.15,86,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.958,0,0,0
9885,15:50:29,SAFETY,8.15,86,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.952,0,0,0
9985,15:50:29,SAFETY,8.15,86,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.948,0,0,0
10085,15:50:30,SAFETY,8.15,86,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.943,0,0,0
10185,15:50:30,SAFETY,8.15,86,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.939,0,0,0
10285,15:50:30,SAFETY,8.11,83.7,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.936,0,0,0
10385,15:50:30,SAFETY,8.11,83.7,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.936,0,0,0
10485,15:50:30,SAFETY,8.11,83.7,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.928,0,0,0
10585,15:50:30,SAFETY,8.11,83.7,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.927,0,0,0
10685,15:50:30,SAFETY,8.11,83.7,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.923,0,0,0
10785,15:50:30,SAFETY,7.99,77.5,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.921,0,0,0
10885,15:50:30,SAFETY,7.99,77.5,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.927,0,0,0
10985,15:50:30,SAFETY,7.99,77.5,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.924,0,0,0
11085,15:50:31,SAFETY,7.99,77.5,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.929,0,0,0
11188,15:50:31,SAFETY,7.99,77.5,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.93,0,0,0
11288,15:50:31,SAFETY,8.09,82.8,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.929,0,0,0
11388,15:50:31,SAFETY,8.09,82.8,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.934,0,0,0
11488,15:50:31,SAFETY,8.09,82.8,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.933,0,0,0
11588,15:50:31,SAFETY,8.09,82.8,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.939,0,0,0
11688,15:50:31,SAFETY,8.09,82.8,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.938,0,0,0
11788,15:50:31,SAFETY,8.08,82.4,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.945,0,0,0
11888,15:50:31,SAFETY,8.08,82.4,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.945,0,0,0
11988,15:50:31,SAFETY,8.08,82.4,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.947,0,0,0
12088,15:50:32,SAFETY,8.08,82.4,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.949,0,0,0
12188,15:50:32,SAFETY,8.08,82.4,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.953,0,0,0
12288,15:50:32,SAFETY,8.12,84.2,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.954,0,0,0
12388,15:50:32,SAFETY,8.12,84.2,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.957,0,0,0
12488,15:50:32,SAFETY,8.12,84.2,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.96,0,0,0
12588,15:50:32,SAFETY,8.12,84.2,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.961,0,0,0
12688,15:50:32,SAFETY,8.12,84.2,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.962,0,0,0
12792,15:50:32,SAFETY,7.89,71.4,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.966,0,0,0
12892,15:50:32,SAFETY,7.89,71.4,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.968,0,0,0
12992,15:50:32,SAFETY,7.89,71.4,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.967,0,0,0
13092,15:50:33,SAFETY,7.89,71.4,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.973,0,0,0
13192,15:50:33,SAFETY,7.89,71.4,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.971,0,0,0
13292,15:50:33,SAFETY,8,77.7,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.976,0,0,0
13392,15:50:33,SAFETY,8,77.7,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.973,0,0,0
13492,15:50:33,SAFETY,8,77.7,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.978,0,0,0
13592,15:50:33,SAFETY,8,77.7,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.977,0,0,0
13692,15:50:33,SAFETY,8,77.7,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.977,0,0,0
13792,15:50:33,SAFETY,7.93,73.9,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.977,0,0,0
13892,15:50:33,SAFETY,7.93,73.9,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.98,0,0,0
13992,15:50:33,SAFETY,7.93,73.9,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.976,0,0,0
14092,15:50:34,SAFETY,7.93,73.9,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.977,0,0,0
14192,15:50:34,SAFETY,7.93,73.9,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.975,0,0,0
14292,15:50:34,SAFETY,7.87,70.3,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.972,0,0,0
14392,15:50:34,SAFETY,7.87,70.3,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.974,0,0,0
14492,15:50:34,SAFETY,7.87,70.3,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.972,0,0,0
14592,15:50:34,SAFETY,7.87,70.3,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.971,0,0,0
14692,15:50:34,SAFETY,7.87,70.3,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.968,0,0,0
14792,15:50:34,SAFETY,7.97,76.1,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.968,0,0,0
14892,15:50:34,SAFETY,7.97,76.1,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.965,0,0,0
14992,15:50:34,SAFETY,7.97,76.1,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.965,0,0,0
15092,15:50:35,SAFETY,7.97,76.1,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.962,0,0,0
15192,15:50:35,SAFETY,7.97,76.1,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.96,0,0,0
15292,15:50:35,SAFETY,8.01,78.3,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.96,0,0,0
15392,15:50:35,SAFETY,8.01,78.3,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.961,0,0,0
15492,15:50:35,SAFETY,8.01,78.3,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.958,0,0,0
15592,15:50:35,SAFETY,8.01,78.3,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.958,0,0,0
15692,15:50:35,SAFETY,8.01,78.3,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.954,0,0,0
15792,15:50:35,SAFETY,7.99,77.5,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.956,0,0,0
15892,15:50:35,SAFETY,7.99,77.5,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.95,0,0,0
15992,15:50:35,SAFETY,7.99,77.5,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.949,0,0,0
16092,15:50:36,SAFETY,7.99,77.5,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.952,0,0,0
16192,15:50:36,SAFETY,7.99,77.5,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.95,0,0,0
16292,15:50:36,SAFETY,8.01,78.6,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.95,0,0,0
16392,15:50:36,SAFETY,8.01,78.6,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.95,0,0,0
16492,15:50:36,SAFETY,8.01,78.6,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.951,0,0,0
16592,15:50:36,SAFETY,8.01,78.6,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.949,0,0,0
16692,15:50:36,SAFETY,8.01,78.6,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.95,0,0,0
16792,15:50:36,SAFETY,8.07,81.9,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.951,0,0,0
16892,15:50:36,SAFETY,8.07,81.9,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.95,0,0,0
16992,15:50:36,SAFETY,8.07,81.9,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.949,0,0,0
17092,15:50:37,SAFETY,8.07,81.9,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.951,0,0,0
17192,15:50:37,SAFETY,8.07,81.9,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.958,0,0,0
17292,15:50:37,SAFETY,8.1,83.3,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.954,0,0,0
17392,15:50:37,SAFETY,8.1,83.3,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.961,0,0,0
17492,15:50:37,SAFETY,8.1,83.3,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.96,0,0,0
17592,15:50:37,SAFETY,8.1,83.3,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.964,0,0,0
17692,15:50:37,SAFETY,8.1,83.3,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.964,0,0,0
17792,15:50:37,SAFETY,7.97,76.1,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.968,0,0,0
17892,15:50:37,SAFETY,7.97,76.1,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.968,0,0,0
17992,15:50:37,SAFETY,7.97,76.1,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.971,0,0,0
18092,15:50:38,SAFETY,7.97,76.1,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.975,0,0,0
18192,15:50:38,SAFETY,7.97,76.1,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.977,0,0,0
18292,15:50:38,SAFETY,8.08,82.2,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.982,0,0,0
18392,15:50:38,SAFETY,8.08,82.2,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.982,0,0,0
18492,15:50:38,SAFETY,8.08,82.2,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.983,0,0,0
18592,15:50:38,SAFETY,8.08,82.2,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.984,0,0,0
18692,15:50:38,SAFETY,8.08,82.2,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.985,0,0,0
18792,15:50:38,SAFETY,7.96,75.7,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.986,0,0,0
18892,15:50:38,SAFETY,7.96,75.7,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.989,0,0,0
18992,15:50:38,SAFETY,7.96,75.7,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.989,0,0,0
19092,15:50:39,SAFETY,7.96,75.7,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.997,0,0,0
19192,15:50:39,SAFETY,7.96,75.7,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.991,0,0,0
19292,15:50:39,SAFETY,8.1,83.3,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.993,0,0,0
19392,15:50:39,SAFETY,8.1,83.3,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1,0,0,0
19492,15:50:39,SAFETY,8.1,83.3,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.996,0,0,0
19592,15:50:39,SAFETY,8.1,83.3,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.999,0,0,0
19692,15:50:39,SAFETY,8.1,83.3,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.998,0,0,0
19792,15:50:39,SAFETY,7.99,77,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.001,0,0,0
19892,15:50:39,SAFETY,7.99,77,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.997,0,0,0
19992,15:50:39,SAFETY,7.99,77,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.001,0,0,0
20092,15:50:40,SAFETY,7.99,77,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.002,0,0,0
20192,15:50:40,SAFETY,7.99,77,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.998,0,0,0
20292,15:50:40,SAFETY,7.94,74.5,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.999,0,0,0
20392,15:50:40,SAFETY,7.94,74.5,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.998,0,0,0
20493,15:50:40,SAFETY,7.94,74.5,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.998,0,0,0
20593,15:50:40,SAFETY,7.94,74.5,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.998,0,0,0
20693,15:50:40,SAFETY,7.94,74.5,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.999,0,0,0
20793,15:50:40,SAFETY,7.92,73.4,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1,0,0,0
20895,15:50:40,SAFETY,7.92,73.4,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.998,0,0,0
20995,15:50:40,SAFETY,7.92,73.4,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,1.001,0,0,0
21095,15:50:41,SAFETY,7.92,73.4,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.994,0,0,0
21195,15:50:41,SAFETY,7.92,73.4,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.996,0,0,0
21309,15:50:41,SAFETY,7.93,73.6,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.991,0,0,0
21409,15:50:41,SAFETY,7.93,73.6,0,0,0,0,0.5,0,0,0,0,0,0,1.6,0.1,0.1,3.1,1.5,0.08,0.6,0.992,0,0,0
