millis,time,mode,bat_voltage,bat_percent,dt,v_raw,v_hat_butter,v_ref,z_ref,z_meas,e_v,int_ev,de_v_dt,de_v_dt_filt,uz_pid,Kp_up,Ki_up,Kd_up,Kp_down,Ki_down,Kd_down,Kp_z,tof_alt,leftThrust,rightThrust,verticalThrust
25612,15:50:35,SAFETY,8.05,80.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.500,0.100,1.000,3.100,1.500,0.080,0.500,0.5980,0.0000,0.0000,0.0000
25712,15:50:35,SAFETY,8.05,80.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.500,0.100,1.000,3.100,1.500,0.080,0.500,0.5970,0.0000,0.0000,0.0000
25812,15:50:35,SAFETY,8.00,77.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.500,0.100,1.000,3.100,1.500,0.080,0.500,0.5970,0.0000,0.0000,0.0000
25912,15:50:35,SAFETY,8.00,77.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.500,0.100,1.000,3.100,1.500,0.080,0.500,0.5940,0.0000,0.0000,0.0000
26012,15:50:35,SAFETY,8.00,77.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.500,0.100,1.000,3.100,1.500,0.080,0.500,0.5960,0.0000,0.0000,0.0000
26112,15:50:36,SAFETY,8.00,77.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.500,0.100,1.000,3.100,1.500,0.080,0.500,0.5930,0.0000,0.0000,0.0000
26212,15:50:36,SAFETY,8.00,77.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.500,0.100,1.000,3.100,1.500,0.080,0.500,0.5950,0.0000,0.0000,0.0000
26314,15:50:36,SAFETY,7.96,75.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.500,0.100,1.000,3.100,1.500,0.080,0.500,0.5920,0.0000,0.0000,0.0000
26414,15:50:36,SAFETY,7.96,75.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.500,0.100,1.000,3.100,1.500,0.080,0.500,0.5930,0.0000,0.0000,0.0000
26514,15:50:36,SAFETY,7.96,75.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.500,0.100,1.000,3.100,1.500,0.080,0.500,0.5890,0.0000,0.0000,0.0000
