millis,time,mode,bat_voltage,bat_percent,dt,v_raw,v_hat,v_ref,z_ref,z_meas,int_ev,u_pi,Kp_up,Ki_up,Kp_down,Ki_down,Kp_z,tof_alt,leftThrust,rightThrust,verticalThrust
34966,11:46:05,SAFETY,8.16,86.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.6400,0.0000,0.0000,0.0000
35066,11:46:05,SAFETY,8.16,86.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.6440,0.0000,0.0000,0.0000
35166,11:46:05,SAFETY,8.16,86.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.6600,0.0000,0.0000,0.0000
35266,11:46:05,SAFETY,8.16,86.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.6680,0.0000,0.0000,0.0000
35366,11:46:05,SAFETY,8.12,84.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.7010,0.0000,0.0000,0.0000
35469,11:46:05,SAFETY,8.12,84.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.7020,0.0000,0.0000,0.0000
35569,11:46:06,SAFETY,8.12,84.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.7260,0.0000,0.0000,0.0000
35669,11:46:06,SAFETY,8.12,84.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.7430,0.0000,0.0000,0.0000
35769,11:46:06,SAFETY,8.12,84.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.7540,0.0000,0.0000,0.0000
35869,11:46:06,SAFETY,7.98,76.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.7590,0.0000,0.0000,0.0000
35972,11:46:06,SAFETY,7.98,76.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.7790,0.0000,0.0000,0.0000
36072,11:46:06,SAFETY,7.98,76.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.8020,0.0000,0.0000,0.0000
36172,11:46:06,SAFETY,7.98,76.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.8100,0.0000,0.0000,0.0000
36272,11:46:06,SAFETY,7.98,76.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.8370,0.0000,0.0000,0.0000
36375,11:46:06,SAFETY,7.97,76.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.8340,0.0000,0.0000,0.0000
36475,11:46:06,SAFETY,7.97,76.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.8520,0.0000,0.0000,0.0000
36575,11:46:07,SAFETY,7.97,76.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.8310,0.0000,0.0000,0.0000
36675,11:46:07,SAFETY,7.97,76.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.8430,0.0000,0.0000,0.0000
36775,11:46:07,SAFETY,7.97,76.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.8250,0.0000,0.0000,0.0000
36875,11:46:07,SAFETY,8.07,81.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.8020,0.0000,0.0000,0.0000
36975,11:46:07,SAFETY,8.07,81.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.8080,0.0000,0.0000,0.0000
37075,11:46:07,SAFETY,8.07,81.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.7810,0.0000,0.0000,0.0000
37175,11:46:07,SAFETY,8.07,81.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.7620,0.0000,0.0000,0.0000
37278,11:46:07,SAFETY,8.07,81.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.7290,0.0000,0.0000,0.0000
37378,11:46:07,SAFETY,8.11,83.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.7030,0.0000,0.0000,0.0000
37478,11:46:07,SAFETY,8.11,83.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.6770,0.0000,0.0000,0.0000
37578,11:46:08,SAFETY,8.11,83.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.6460,0.0000,0.0000,0.0000
37681,11:46:08,SAFETY,8.11,83.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.6140,0.0000,0.0000,0.0000
37781,11:46:08,SAFETY,8.11,83.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.5700,0.0000,0.0000,0.0000
37881,11:46:08,SAFETY,8.07,81.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.5490,0.0000,0.0000,0.0000
37981,11:46:08,SAFETY,8.07,81.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.5110,0.0000,0.0000,0.0000
38081,11:46:08,SAFETY,8.07,81.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4950,0.0000,0.0000,0.0000
38181,11:46:08,SAFETY,8.07,81.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4790,0.0000,0.0000,0.0000
38281,11:46:08,SAFETY,8.07,81.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4520,0.0000,0.0000,0.0000
38381,11:46:08,SAFETY,8.01,78.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4340,0.0000,0.0000,0.0000
38481,11:46:08,SAFETY,8.01,78.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4010,0.0000,0.0000,0.0000
38581,11:46:09,SAFETY,8.01,78.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3800,0.0000,0.0000,0.0000
38681,11:46:09,SAFETY,8.01,78.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3610,0.0000,0.0000,0.0000
38781,11:46:09,SAFETY,8.01,78.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3530,0.0000,0.0000,0.0000
38881,11:46:09,SAFETY,7.99,77.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3150,0.0000,0.0000,0.0000
38984,11:46:09,SAFETY,7.99,77.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2920,0.0000,0.0000,0.0000
39084,11:46:09,SAFETY,7.99,77.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2760,0.0000,0.0000,0.0000
39184,11:46:09,SAFETY,7.99,77.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2590,0.0000,0.0000,0.0000
39284,11:46:09,SAFETY,7.99,77.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2490,0.0000,0.0000,0.0000
39384,11:46:09,SAFETY,8.06,81.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2410,0.0000,0.0000,0.0000
39487,11:46:09,SAFETY,8.06,81.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2280,0.0000,0.0000,0.0000
39587,11:46:10,SAFETY,8.06,81.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2230,0.0000,0.0000,0.0000
39687,11:46:10,SAFETY,8.06,81.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2120,0.0000,0.0000,0.0000
39787,11:46:10,SAFETY,8.06,81.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2140,0.0000,0.0000,0.0000
39890,11:46:10,SAFETY,8.07,81.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2090,0.0000,0.0000,0.0000
39990,11:46:10,SAFETY,8.07,81.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2070,0.0000,0.0000,0.0000
40090,11:46:10,SAFETY,8.07,81.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2090,0.0000,0.0000,0.0000
40190,11:46:10,SAFETY,8.07,81.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2040,0.0000,0.0000,0.0000
40290,11:46:10,SAFETY,8.07,81.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2080,0.0000,0.0000,0.0000
40390,11:46:10,SAFETY,8.09,82.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2100,0.0000,0.0000,0.0000
40490,11:46:10,SAFETY,8.09,82.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2140,0.0000,0.0000,0.0000
40590,11:46:11,SAFETY,8.09,82.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2150,0.0000,0.0000,0.0000
40690,11:46:11,SAFETY,8.09,82.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2260,0.0000,0.0000,0.0000
40793,11:46:11,SAFETY,8.09,82.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2290,0.0000,0.0000,0.0000
40893,11:46:11,SAFETY,8.06,81.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2380,0.0000,0.0000,0.0000
40993,11:46:11,SAFETY,8.06,81.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2460,0.0000,0.0000,0.0000
41093,11:46:11,SAFETY,8.06,81.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2560,0.0000,0.0000,0.0000
41196,11:46:11,SAFETY,8.06,81.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2660,0.0000,0.0000,0.0000
41296,11:46:11,SAFETY,8.06,81.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2810,0.0000,0.0000,0.0000
41396,11:46:11,SAFETY,8.09,82.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2880,0.0000,0.0000,0.0000
41496,11:46:11,SAFETY,8.09,82.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3020,0.0000,0.0000,0.0000
41596,11:46:12,SAFETY,8.09,82.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3030,0.0000,0.0000,0.0000
41699,11:46:12,SAFETY,8.09,82.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3180,0.0000,0.0000,0.0000
41799,11:46:12,SAFETY,8.09,82.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3250,0.0000,0.0000,0.0000
41899,11:46:12,SAFETY,8.09,82.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3320,0.0000,0.0000,0.0000
41999,11:46:12,SAFETY,8.09,82.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3390,0.0000,0.0000,0.0000
42099,11:46:12,SAFETY,8.09,82.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3410,0.0000,0.0000,0.0000
42199,11:46:12,SAFETY,8.09,82.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3510,0.0000,0.0000,0.0000
42299,11:46:12,SAFETY,8.09,82.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3530,0.0000,0.0000,0.0000
42399,11:46:12,SAFETY,8.02,79.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3650,0.0000,0.0000,0.0000
42499,11:46:13,SAFETY,8.02,79.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3640,0.0000,0.0000,0.0000
42599,11:46:13,SAFETY,8.02,79.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3700,0.0000,0.0000,0.0000
42699,11:46:13,SAFETY,8.02,79.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3800,0.0000,0.0000,0.0000
42799,11:46:13,SAFETY,8.02,79.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3790,0.0000,0.0000,0.0000
42899,11:46:13,SAFETY,8.09,82.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3890,0.0000,0.0000,0.0000
43002,11:46:13,SAFETY,8.09,82.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3890,0.0000,0.0000,0.0000
43102,11:46:13,SAFETY,8.09,82.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3970,0.0000,0.0000,0.0000
43202,11:46:13,SAFETY,8.09,82.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4030,0.0000,0.0000,0.0000
43302,11:46:13,SAFETY,8.09,82.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4120,0.0000,0.0000,0.0000
43405,11:46:13,SAFETY,8.08,82.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4160,0.0000,0.0000,0.0000
43505,11:46:14,SAFETY,8.08,82.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4250,0.0000,0.0000,0.0000
43605,11:46:14,SAFETY,8.08,82.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4230,0.0000,0.0000,0.0000
43705,11:46:14,SAFETY,8.08,82.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4360,0.0000,0.0000,0.0000
43805,11:46:14,SAFETY,8.08,82.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4370,0.0000,0.0000,0.0000
43905,11:46:14,SAFETY,8.09,83.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4430,0.0000,0.0000,0.0000
44005,11:46:14,SAFETY,8.09,83.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4530,0.0000,0.0000,0.0000
44105,11:46:14,SAFETY,8.09,83.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4540,0.0000,0.0000,0.0000
44205,11:46:14,SAFETY,8.09,83.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4550,0.0000,0.0000,0.0000
44308,11:46:14,SAFETY,8.09,83.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4520,0.0000,0.0000,0.0000
44408,11:46:14,SAFETY,8.03,79.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4590,0.0000,0.0000,0.0000
44508,11:46:15,SAFETY,8.03,79.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4560,0.0000,0.0000,0.0000
44608,11:46:15,SAFETY,8.03,79.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4700,0.0000,0.0000,0.0000
44711,11:46:15,SAFETY,8.03,79.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4650,0.0000,0.0000,0.0000
44811,11:46:15,SAFETY,8.03,79.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4780,0.0000,0.0000,0.0000
44911,11:46:15,SAFETY,8.14,85.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4790,0.0000,0.0000,0.0000
45011,11:46:15,SAFETY,8.14,85.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4710,0.0000,0.0000,0.0000
45111,11:46:15,SAFETY,8.14,85.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4860,0.0000,0.0000,0.0000
45214,11:46:15,SAFETY,8.14,85.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4800,0.0000,0.0000,0.0000
45314,11:46:15,SAFETY,8.14,85.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4880,0.0000,0.0000,0.0000
45414,11:46:15,SAFETY,8.05,80.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4840,0.0000,0.0000,0.0000
45514,11:46:16,SAFETY,8.05,80.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4810,0.0000,0.0000,0.0000
45614,11:46:16,SAFETY,8.05,80.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4820,0.0000,0.0000,0.0000
45714,11:46:16,SAFETY,8.05,80.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4820,0.0000,0.0000,0.0000
45814,11:46:16,SAFETY,8.05,80.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4850,0.0000,0.0000,0.0000
45914,11:46:16,SAFETY,8.11,83.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4890,0.0000,0.0000,0.0000
46014,11:46:16,SAFETY,8.11,83.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4880,0.0000,0.0000,0.0000
46114,11:46:16,SAFETY,8.11,83.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4990,0.0000,0.0000,0.0000
46214,11:46:16,SAFETY,8.11,83.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4940,0.0000,0.0000,0.0000
46314,11:46:16,SAFETY,8.11,83.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.5010,0.0000,0.0000,0.0000
46414,11:46:16,SAFETY,8.05,80.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4960,0.0000,0.0000,0.0000
46517,11:46:17,SAFETY,8.05,80.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4940,0.0000,0.0000,0.0000
46617,11:46:17,SAFETY,8.05,80.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4880,0.0000,0.0000,0.0000
46717,11:46:17,SAFETY,8.05,80.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4840,0.0000,0.0000,0.0000
46817,11:46:17,SAFETY,8.05,80.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4800,0.0000,0.0000,0.0000
46920,11:46:17,SAFETY,8.05,80.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4790,0.0000,0.0000,0.0000
47020,11:46:17,SAFETY,8.05,80.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4830,0.0000,0.0000,0.0000
47123,11:46:17,SAFETY,8.05,80.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4770,0.0000,0.0000,0.0000
47223,11:46:17,SAFETY,8.05,80.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4810,0.0000,0.0000,0.0000
47323,11:46:17,SAFETY,8.05,80.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4760,0.0000,0.0000,0.0000
47423,11:46:17,SAFETY,8.12,84.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4760,0.0000,0.0000,0.0000
47523,11:46:18,SAFETY,8.12,84.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4770,0.0000,0.0000,0.0000
47623,11:46:18,SAFETY,8.12,84.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4710,0.0000,0.0000,0.0000
47723,11:46:18,SAFETY,8.12,84.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4690,0.0000,0.0000,0.0000
47826,11:46:18,SAFETY,8.12,84.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4680,0.0000,0.0000,0.0000
47926,11:46:18,SAFETY,7.99,77.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4620,0.0000,0.0000,0.0000
48026,11:46:18,SAFETY,7.99,77.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4660,0.0000,0.0000,0.0000
48126,11:46:18,SAFETY,7.99,77.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4570,0.0000,0.0000,0.0000
48229,11:46:18,SAFETY,7.99,77.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4700,0.0000,0.0000,0.0000
48329,11:46:18,SAFETY,7.99,77.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.4550,0.0000,0.0000,0.0000
