millis,time,mode,bat_voltage,bat_percent,dt,v_raw,v_hat,v_ref,z_ref,z_meas,int_ev,u_pi,Kp_up,Ki_up,Kp_down,Ki_down,Kp_z,tof_alt,leftThrust,rightThrust,verticalThrust
5565,11:45:36,SAFETY,8.16,86.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3680,0.0000,0.0000,0.0000
5665,11:45:36,SAFETY,8.16,86.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3560,0.0000,0.0000,0.0000
5765,11:45:36,SAFETY,8.21,89.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3510,0.0000,0.0000,0.0000
5865,11:45:36,SAFETY,8.21,89.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3400,0.0000,0.0000,0.0000
5965,11:45:36,SAFETY,8.21,89.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3320,0.0000,0.0000,0.0000
6065,11:45:36,SAFETY,8.21,89.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3220,0.0000,0.0000,0.0000
6165,11:45:36,SAFETY,8.21,89.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3080,0.0000,0.0000,0.0000
6265,11:45:36,SAFETY,8.12,84.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.3010,0.0000,0.0000,0.0000
6365,11:45:36,SAFETY,8.12,84.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2900,0.0000,0.0000,0.0000
6465,11:45:36,SAFETY,8.12,84.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2820,0.0000,0.0000,0.0000
6565,11:45:37,SAFETY,8.12,84.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2770,0.0000,0.0000,0.0000
6665,11:45:37,SAFETY,8.12,84.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2650,0.0000,0.0000,0.0000
6765,11:45:37,SAFETY,8.13,85.1,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2650,0.0000,0.0000,0.0000
6865,11:45:37,SAFETY,8.13,85.1,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2520,0.0000,0.0000,0.0000
6965,11:45:37,SAFETY,8.13,85.1,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2530,0.0000,0.0000,0.0000
7065,11:45:37,SAFETY,8.13,85.1,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2460,0.0000,0.0000,0.0000
7165,11:45:37,SAFETY,8.13,85.1,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2370,0.0000,0.0000,0.0000
7265,11:45:37,SAFETY,8.13,84.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2280,0.0000,0.0000,0.0000
7365,11:45:37,SAFETY,8.13,84.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.2030,0.0000,0.0000,0.0000
7465,11:45:37,SAFETY,8.13,84.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.1830,0.0000,0.0000,0.0000
7565,11:45:38,SAFETY,8.13,84.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.1470,0.0000,0.0000,0.0000
7665,11:45:38,SAFETY,8.13,84.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.1080,0.0000,0.0000,0.0000
7765,11:45:38,SAFETY,8.14,85.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.0770,0.0000,0.0000,0.0000
7865,11:45:38,SAFETY,8.14,85.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.0250,0.0000,0.0000,0.0000
7965,11:45:38,SAFETY,8.14,85.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.9690,0.0000,0.0000,0.0000
8065,11:45:38,SAFETY,8.14,85.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.9110,0.0000,0.0000,0.0000
8165,11:45:38,SAFETY,8.14,85.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.8740,0.0000,0.0000,0.0000
8265,11:45:38,SAFETY,8.12,84.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.8360,0.0000,0.0000,0.0000
8365,11:45:38,SAFETY,8.12,84.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.7980,0.0000,0.0000,0.0000
8465,11:45:38,SAFETY,8.12,84.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.7520,0.0000,0.0000,0.0000
8565,11:45:39,SAFETY,8.12,84.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.7070,0.0000,0.0000,0.0000
8665,11:45:39,SAFETY,8.12,84.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.6590,0.0000,0.0000,0.0000
8765,11:45:39,SAFETY,8.09,83.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.6160,0.0000,0.0000,0.0000
8865,11:45:39,SAFETY,8.09,83.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.5750,0.0000,0.0000,0.0000
8965,11:45:39,SAFETY,8.09,83.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.5410,0.0000,0.0000,0.0000
9065,11:45:39,SAFETY,8.09,83.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.5050,0.0000,0.0000,0.0000
9165,11:45:39,SAFETY,8.09,83.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.4780,0.0000,0.0000,0.0000
9265,11:45:39,SAFETY,8.11,83.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.4520,0.0000,0.0000,0.0000
9365,11:45:39,SAFETY,8.11,83.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.4270,0.0000,0.0000,0.0000
9465,11:45:39,SAFETY,8.11,83.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.4080,0.0000,0.0000,0.0000
9565,11:45:40,SAFETY,8.11,83.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3890,0.0000,0.0000,0.0000
9665,11:45:40,SAFETY,8.11,83.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3720,0.0000,0.0000,0.0000
9765,11:45:40,SAFETY,8.07,81.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3570,0.0000,0.0000,0.0000
9865,11:45:40,SAFETY,8.07,81.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3430,0.0000,0.0000,0.0000
9965,11:45:40,SAFETY,8.07,81.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3320,0.0000,0.0000,0.0000
10065,11:45:40,SAFETY,8.07,81.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3210,0.0000,0.0000,0.0000
10165,11:45:40,SAFETY,8.07,81.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3190,0.0000,0.0000,0.0000
10265,11:45:40,SAFETY,8.07,81.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3130,0.0000,0.0000,0.0000
10365,11:45:40,SAFETY,8.07,81.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3140,0.0000,0.0000,0.0000
10465,11:45:40,SAFETY,8.07,81.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3130,0.0000,0.0000,0.0000
10565,11:45:41,SAFETY,8.07,81.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3160,0.0000,0.0000,0.0000
10665,11:45:41,SAFETY,8.07,81.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3190,0.0000,0.0000,0.0000
10765,11:45:41,SAFETY,8.16,86.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3220,0.0000,0.0000,0.0000
10865,11:45:41,SAFETY,8.16,86.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3300,0.0000,0.0000,0.0000
10965,11:45:41,SAFETY,8.16,86.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3320,0.0000,0.0000,0.0000
11065,11:45:41,SAFETY,8.16,86.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3400,0.0000,0.0000,0.0000
11165,11:45:41,SAFETY,8.16,86.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3420,0.0000,0.0000,0.0000
11265,11:45:41,SAFETY,8.14,85.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3460,0.0000,0.0000,0.0000
11365,11:45:41,SAFETY,8.14,85.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3520,0.0000,0.0000,0.0000
11465,11:45:41,SAFETY,8.14,85.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3530,0.0000,0.0000,0.0000
11565,11:45:42,SAFETY,8.14,85.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3600,0.0000,0.0000,0.0000
11665,11:45:42,SAFETY,8.14,85.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3620,0.0000,0.0000,0.0000
11765,11:45:42,SAFETY,8.05,80.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3670,0.0000,0.0000,0.0000
11865,11:45:42,SAFETY,8.05,80.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3710,0.0000,0.0000,0.0000
11965,11:45:42,SAFETY,8.05,80.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3770,0.0000,0.0000,0.0000
12065,11:45:42,SAFETY,8.05,80.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3840,0.0000,0.0000,0.0000
12165,11:45:42,SAFETY,8.05,80.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3900,0.0000,0.0000,0.0000
12265,11:45:42,SAFETY,8.10,83.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.3970,0.0000,0.0000,0.0000
12365,11:45:42,SAFETY,8.10,83.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.4020,0.0000,0.0000,0.0000
12465,11:45:42,SAFETY,8.10,83.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.4080,0.0000,0.0000,0.0000
12565,11:45:43,SAFETY,8.10,83.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.4140,0.0000,0.0000,0.0000
12665,11:45:43,SAFETY,8.10,83.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.4200,0.0000,0.0000,0.0000
12765,11:45:43,SAFETY,7.99,77.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.4290,0.0000,0.0000,0.0000
12865,11:45:43,SAFETY,7.99,77.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.4350,0.0000,0.0000,0.0000
12965,11:45:43,SAFETY,7.99,77.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.4470,0.0000,0.0000,0.0000
13065,11:45:43,SAFETY,7.99,77.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.4550,0.0000,0.0000,0.0000
13165,11:45:43,SAFETY,7.99,77.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.4670,0.0000,0.0000,0.0000
13265,11:45:43,SAFETY,8.01,78.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.4760,0.0000,0.0000,0.0000
13365,11:45:43,SAFETY,8.01,78.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.4890,0.0000,0.0000,0.0000
13465,11:45:43,SAFETY,8.01,78.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.4990,0.0000,0.0000,0.0000
13565,11:45:44,SAFETY,8.01,78.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.5120,0.0000,0.0000,0.0000
13665,11:45:44,SAFETY,8.01,78.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.5250,0.0000,0.0000,0.0000
13765,11:45:44,SAFETY,7.96,75.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.5370,0.0000,0.0000,0.0000
13865,11:45:44,SAFETY,7.96,75.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.5500,0.0000,0.0000,0.0000
13965,11:45:44,SAFETY,7.96,75.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.5580,0.0000,0.0000,0.0000
14065,11:45:44,SAFETY,7.96,75.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.5740,0.0000,0.0000,0.0000
14165,11:45:44,SAFETY,7.96,75.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.5880,0.0000,0.0000,0.0000
14265,11:45:44,SAFETY,7.97,76.1,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.6080,0.0000,0.0000,0.0000
14365,11:45:44,SAFETY,7.97,76.1,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.6230,0.0000,0.0000,0.0000
14465,11:45:44,SAFETY,7.97,76.1,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.6410,0.0000,0.0000,0.0000
14565,11:45:45,SAFETY,7.97,76.1,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.6550,0.0000,0.0000,0.0000
14665,11:45:45,SAFETY,7.97,76.1,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.6720,0.0000,0.0000,0.0000
14765,11:45:45,SAFETY,7.99,77.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.6860,0.0000,0.0000,0.0000
14865,11:45:45,SAFETY,7.99,77.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.7020,0.0000,0.0000,0.0000
14965,11:45:45,SAFETY,7.99,77.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.7150,0.0000,0.0000,0.0000
15065,11:45:45,SAFETY,7.99,77.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.7370,0.0000,0.0000,0.0000
15165,11:45:45,SAFETY,7.99,77.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.7470,0.0000,0.0000,0.0000
15265,11:45:45,SAFETY,8.03,79.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.7690,0.0000,0.0000,0.0000
15365,11:45:45,SAFETY,8.03,79.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.7840,0.0000,0.0000,0.0000
15465,11:45:45,SAFETY,8.03,79.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.8060,0.0000,0.0000,0.0000
15565,11:45:46,SAFETY,8.03,79.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.8240,0.0000,0.0000,0.0000
15665,11:45:46,SAFETY,8.03,79.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.8440,0.0000,0.0000,0.0000
15765,11:45:46,SAFETY,8.06,81.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.8620,0.0000,0.0000,0.0000
15865,11:45:46,SAFETY,8.06,81.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.8830,0.0000,0.0000,0.0000
15965,11:45:46,SAFETY,8.06,81.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.9010,0.0000,0.0000,0.0000
16065,11:45:46,SAFETY,8.06,81.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.9230,0.0000,0.0000,0.0000
16165,11:45:46,SAFETY,8.06,81.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.9370,0.0000,0.0000,0.0000
16265,11:45:46,SAFETY,8.04,80.1,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.9640,0.0000,0.0000,0.0000
16365,11:45:46,SAFETY,8.04,80.1,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,0.9780,0.0000,0.0000,0.0000
16465,11:45:46,SAFETY,8.04,80.1,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.0070,0.0000,0.0000,0.0000
16565,11:45:47,SAFETY,8.04,80.1,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.0210,0.0000,0.0000,0.0000
16667,11:45:47,SAFETY,8.04,80.1,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.0440,0.0000,0.0000,0.0000
16767,11:45:47,SAFETY,8.08,82.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.0660,0.0000,0.0000,0.0000
16867,11:45:47,SAFETY,8.08,82.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.0830,0.0000,0.0000,0.0000
16967,11:45:47,SAFETY,8.08,82.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.600,0.100,3.100,1.500,0.600,1.1070,0.0000,0.0000,0.0000
