millis,time,mode,bat_voltage,bat_percent,dt,v_raw,v_hat,v_ref,z_ref,z_meas,int_ev,u_pi,Kp_up,Ki_up,Kp_down,Ki_down,Kp_z,tof_alt,leftThrust,rightThrust,verticalThrust
3953,11:17:12,SAFETY,8.14,85.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.0000,0.0000,0.0000,0.0000
4053,11:17:12,SAFETY,8.14,85.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.0000,0.0000,0.0000,0.0000
4153,11:17:12,SAFETY,8.14,85.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,1.3830,0.0000,0.0000,0.0000
4253,11:17:12,SAFETY,8.14,85.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,1.3760,0.0000,0.0000,0.0000
4353,11:17:12,SAFETY,8.14,85.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,1.3720,0.0000,0.0000,0.0000
4453,11:17:12,SAFETY,8.16,86.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,1.3580,0.0000,0.0000,0.0000
4553,11:17:12,SAFETY,8.16,86.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,1.3460,0.0000,0.0000,0.0000
4653,11:17:13,SAFETY,8.16,86.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,1.3280,0.0000,0.0000,0.0000
4753,11:17:13,SAFETY,8.16,86.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,1.3060,0.0000,0.0000,0.0000
4853,11:17:13,SAFETY,8.16,86.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,1.2870,0.0000,0.0000,0.0000
4953,11:17:13,SAFETY,8.17,87.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,1.2670,0.0000,0.0000,0.0000
5053,11:17:13,SAFETY,8.17,87.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,1.2480,0.0000,0.0000,0.0000
5153,11:17:13,SAFETY,8.17,87.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,1.2320,0.0000,0.0000,0.0000
5253,11:17:13,SAFETY,8.17,87.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,1.2110,0.0000,0.0000,0.0000
5353,11:17:13,SAFETY,8.17,87.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,1.1900,0.0000,0.0000,0.0000
5453,11:17:13,SAFETY,8.05,80.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,1.1710,0.0000,0.0000,0.0000
5553,11:17:13,SAFETY,8.05,80.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,1.1540,0.0000,0.0000,0.0000
5653,11:17:14,SAFETY,8.05,80.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,1.1290,0.0000,0.0000,0.0000
5753,11:17:14,SAFETY,8.05,80.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,1.1150,0.0000,0.0000,0.0000
5853,11:17:14,SAFETY,8.05,80.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,1.0880,0.0000,0.0000,0.0000
5953,11:17:14,SAFETY,8.13,84.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,1.0700,0.0000,0.0000,0.0000
6053,11:17:14,SAFETY,8.13,84.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,1.0480,0.0000,0.0000,0.0000
6153,11:17:14,SAFETY,8.13,84.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,1.0280,0.0000,0.0000,0.0000
6253,11:17:14,SAFETY,8.13,84.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,1.0030,0.0000,0.0000,0.0000
6353,11:17:14,SAFETY,8.13,84.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.9850,0.0000,0.0000,0.0000
6453,11:17:14,SAFETY,8.10,83.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.9570,0.0000,0.0000,0.0000
6553,11:17:14,SAFETY,8.10,83.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.9430,0.0000,0.0000,0.0000
6653,11:17:15,SAFETY,8.10,83.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.9100,0.0000,0.0000,0.0000
6753,11:17:15,SAFETY,8.10,83.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.8960,0.0000,0.0000,0.0000
6853,11:17:15,SAFETY,8.10,83.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.8660,0.0000,0.0000,0.0000
6953,11:17:15,SAFETY,8.13,85.1,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.8460,0.0000,0.0000,0.0000
7053,11:17:15,SAFETY,8.13,85.1,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.8210,0.0000,0.0000,0.0000
7153,11:17:15,SAFETY,8.13,85.1,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.7970,0.0000,0.0000,0.0000
7253,11:17:15,SAFETY,8.13,85.1,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.7700,0.0000,0.0000,0.0000
7353,11:17:15,SAFETY,8.13,85.1,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.7490,0.0000,0.0000,0.0000
7453,11:17:15,SAFETY,8.20,88.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.7250,0.0000,0.0000,0.0000
7553,11:17:15,SAFETY,8.20,88.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.6980,0.0000,0.0000,0.0000
7653,11:17:16,SAFETY,8.20,88.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.6740,0.0000,0.0000,0.0000
7753,11:17:16,SAFETY,8.20,88.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.6480,0.0000,0.0000,0.0000
7853,11:17:16,SAFETY,8.20,88.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.6220,0.0000,0.0000,0.0000
7953,11:17:16,SAFETY,8.16,86.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.5950,0.0000,0.0000,0.0000
8053,11:17:16,SAFETY,8.16,86.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.5700,0.0000,0.0000,0.0000
8153,11:17:16,SAFETY,8.16,86.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.5420,0.0000,0.0000,0.0000
8253,11:17:16,SAFETY,8.16,86.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.5180,0.0000,0.0000,0.0000
8353,11:17:16,SAFETY,8.16,86.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4900,0.0000,0.0000,0.0000
8453,11:17:16,SAFETY,8.12,84.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4670,0.0000,0.0000,0.0000
8553,11:17:16,SAFETY,8.12,84.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4390,0.0000,0.0000,0.0000
8653,11:17:17,SAFETY,8.12,84.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4150,0.0000,0.0000,0.0000
8753,11:17:17,SAFETY,8.12,84.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.3870,0.0000,0.0000,0.0000
8853,11:17:17,SAFETY,8.12,84.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.3610,0.0000,0.0000,0.0000
8953,11:17:17,SAFETY,8.11,83.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.3330,0.0000,0.0000,0.0000
9053,11:17:17,SAFETY,8.11,83.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.3080,0.0000,0.0000,0.0000
9153,11:17:17,SAFETY,8.11,83.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.2800,0.0000,0.0000,0.0000
9253,11:17:17,SAFETY,8.11,83.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.2540,0.0000,0.0000,0.0000
9353,11:17:17,SAFETY,8.11,83.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.2280,0.0000,0.0000,0.0000
9453,11:17:17,SAFETY,8.12,84.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.2030,0.0000,0.0000,0.0000
9553,11:17:17,SAFETY,8.12,84.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.1800,0.0000,0.0000,0.0000
9653,11:17:18,SAFETY,8.12,84.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.1550,0.0000,0.0000,0.0000
9753,11:17:18,SAFETY,8.12,84.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.1310,0.0000,0.0000,0.0000
9855,11:17:18,SAFETY,8.12,84.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.1140,0.0000,0.0000,0.0000
9955,11:17:18,SAFETY,8.09,83.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.0790,0.0000,0.0000,0.0000
10055,11:17:18,SAFETY,8.09,83.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.0610,0.0000,0.0000,0.0000
10155,11:17:18,SAFETY,8.09,83.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.0410,0.0000,0.0000,0.0000
10255,11:17:18,SAFETY,8.09,83.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.0350,0.0000,0.0000,0.0000
10355,11:17:18,SAFETY,8.09,83.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.0320,0.0000,0.0000,0.0000
10455,11:17:18,SAFETY,8.06,81.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.0470,0.0000,0.0000,0.0000
10555,11:17:18,SAFETY,8.06,81.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.0660,0.0000,0.0000,0.0000
10655,11:17:19,SAFETY,8.06,81.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.0830,0.0000,0.0000,0.0000
10755,11:17:19,SAFETY,8.06,81.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.0950,0.0000,0.0000,0.0000
10855,11:17:19,SAFETY,8.06,81.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.1120,0.0000,0.0000,0.0000
10955,11:17:19,SAFETY,7.95,75.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.1280,0.0000,0.0000,0.0000
11055,11:17:19,SAFETY,7.95,75.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.1470,0.0000,0.0000,0.0000
11155,11:17:19,SAFETY,7.95,75.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.1590,0.0000,0.0000,0.0000
11255,11:17:19,SAFETY,7.95,75.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.1750,0.0000,0.0000,0.0000
11355,11:17:19,SAFETY,7.95,75.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.1870,0.0000,0.0000,0.0000
11455,11:17:19,SAFETY,8.08,82.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.2020,0.0000,0.0000,0.0000
11555,11:17:19,SAFETY,8.08,82.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.2130,0.0000,0.0000,0.0000
11655,11:17:20,SAFETY,8.08,82.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.2260,0.0000,0.0000,0.0000
11755,11:17:20,SAFETY,8.08,82.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.2380,0.0000,0.0000,0.0000
11855,11:17:20,SAFETY,8.08,82.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.2530,0.0000,0.0000,0.0000
11955,11:17:20,SAFETY,8.00,77.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.2620,0.0000,0.0000,0.0000
12055,11:17:20,SAFETY,8.00,77.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.2780,0.0000,0.0000,0.0000
12155,11:17:20,SAFETY,8.00,77.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.2860,0.0000,0.0000,0.0000
12255,11:17:20,SAFETY,8.00,77.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.2980,0.0000,0.0000,0.0000
12355,11:17:20,SAFETY,8.00,77.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.3060,0.0000,0.0000,0.0000
12455,11:17:20,SAFETY,7.96,75.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.3180,0.0000,0.0000,0.0000
12555,11:17:20,SAFETY,7.96,75.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.3240,0.0000,0.0000,0.0000
12655,11:17:21,SAFETY,7.96,75.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.3380,0.0000,0.0000,0.0000
12755,11:17:21,SAFETY,7.96,75.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.3440,0.0000,0.0000,0.0000
12855,11:17:21,SAFETY,7.96,75.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.3560,0.0000,0.0000,0.0000
12955,11:17:21,SAFETY,7.96,75.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.3640,0.0000,0.0000,0.0000
13055,11:17:21,SAFETY,7.96,75.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.3720,0.0000,0.0000,0.0000
13155,11:17:21,SAFETY,7.96,75.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.3800,0.0000,0.0000,0.0000
13255,11:17:21,SAFETY,7.96,75.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.3870,0.0000,0.0000,0.0000
13355,11:17:21,SAFETY,7.96,75.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.3920,0.0000,0.0000,0.0000
13455,11:17:21,SAFETY,8.12,84.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4000,0.0000,0.0000,0.0000
13555,11:17:21,SAFETY,8.12,84.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4030,0.0000,0.0000,0.0000
13655,11:17:22,SAFETY,8.12,84.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4090,0.0000,0.0000,0.0000
13755,11:17:22,SAFETY,8.12,84.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4140,0.0000,0.0000,0.0000
13855,11:17:22,SAFETY,8.12,84.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4200,0.0000,0.0000,0.0000
13955,11:17:22,SAFETY,8.04,79.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4230,0.0000,0.0000,0.0000
14055,11:17:22,SAFETY,8.04,79.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4280,0.0000,0.0000,0.0000
14155,11:17:22,SAFETY,8.04,79.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4290,0.0000,0.0000,0.0000
14255,11:17:22,SAFETY,8.04,79.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4350,0.0000,0.0000,0.0000
14355,11:17:22,SAFETY,8.04,79.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4360,0.0000,0.0000,0.0000
14455,11:17:22,SAFETY,8.03,79.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4390,0.0000,0.0000,0.0000
14555,11:17:22,SAFETY,8.03,79.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4400,0.0000,0.0000,0.0000
14655,11:17:23,SAFETY,8.03,79.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4410,0.0000,0.0000,0.0000
14755,11:17:23,SAFETY,8.03,79.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4420,0.0000,0.0000,0.0000
14855,11:17:23,SAFETY,8.03,79.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4430,0.0000,0.0000,0.0000
14955,11:17:23,SAFETY,7.96,75.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4440,0.0000,0.0000,0.0000
15055,11:17:23,SAFETY,7.96,75.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4450,0.0000,0.0000,0.0000
15155,11:17:23,SAFETY,7.96,75.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4440,0.0000,0.0000,0.0000
15255,11:17:23,SAFETY,7.96,75.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4440,0.0000,0.0000,0.0000
15355,11:17:23,SAFETY,7.96,75.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4400,0.0000,0.0000,0.0000
15455,11:17:23,SAFETY,8.03,79.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4410,0.0000,0.0000,0.0000
15555,11:17:23,SAFETY,8.03,79.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4350,0.0000,0.0000,0.0000
15655,11:17:24,SAFETY,8.03,79.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4350,0.0000,0.0000,0.0000
15755,11:17:24,SAFETY,8.03,79.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4300,0.0000,0.0000,0.0000
15855,11:17:24,SAFETY,8.03,79.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4280,0.0000,0.0000,0.0000
15955,11:17:24,SAFETY,7.99,77.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4240,0.0000,0.0000,0.0000
16055,11:17:24,SAFETY,7.99,77.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4220,0.0000,0.0000,0.0000
16155,11:17:24,SAFETY,7.99,77.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4180,0.0000,0.0000,0.0000
16255,11:17:24,SAFETY,7.99,77.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4130,0.0000,0.0000,0.0000
16355,11:17:24,SAFETY,7.99,77.5,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4090,0.0000,0.0000,0.0000
16455,11:17:24,SAFETY,8.14,85.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.4020,0.0000,0.0000,0.0000
16555,11:17:24,SAFETY,8.14,85.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.3980,0.0000,0.0000,0.0000
16655,11:17:25,SAFETY,8.14,85.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.3900,0.0000,0.0000,0.0000
16755,11:17:25,SAFETY,8.14,85.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.3840,0.0000,0.0000,0.0000
16855,11:17:25,SAFETY,8.14,85.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.3780,0.0000,0.0000,0.0000
16955,11:17:25,SAFETY,8.02,79.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.3710,0.0000,0.0000,0.0000
17055,11:17:25,SAFETY,8.02,79.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.3650,0.0000,0.0000,0.0000
17155,11:17:25,SAFETY,8.02,79.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.3570,0.0000,0.0000,0.0000
17255,11:17:25,SAFETY,8.02,79.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.800,0.100,3.100,1.500,0.600,0.3510,0.0000,0.0000,0.0000
