millis,time,mode,bat_voltage,bat_percent,dt,v_raw,v_hat,v_hat_butter,v_ref,z_ref,z_meas,e_v,int_ev,de_v_dt,de_v_dt_filt,uz_pid,Kp_up,Ki_up,Kd_up,Kp_down,Ki_down,Kd_down,Kp_z,tof_alt,leftThrust,rightThrust,verticalThrust
11866,11:22:43,SAFETY,7.63,57.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.7470,0.0000,0.0000,0.0000
11966,11:22:43,SAFETY,7.63,57.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.7330,0.0000,0.0000,0.0000
12066,11:22:43,SAFETY,7.63,57.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.7250,0.0000,0.0000,0.0000
12166,11:22:43,SAFETY,7.63,57.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.7120,0.0000,0.0000,0.0000
12266,11:22:43,SAFETY,7.64,57.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.7040,0.0000,0.0000,0.0000
12366,11:22:43,SAFETY,7.64,57.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.6930,0.0000,0.0000,0.0000
12466,11:22:43,SAFETY,7.64,57.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.6860,0.0000,0.0000,0.0000
12566,11:22:44,SAFETY,7.64,57.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.6760,0.0000,0.0000,0.0000
12666,11:22:44,SAFETY,7.64,57.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.6690,0.0000,0.0000,0.0000
12766,11:22:44,SAFETY,7.62,56.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.6580,0.0000,0.0000,0.0000
12866,11:22:44,SAFETY,7.62,56.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.6540,0.0000,0.0000,0.0000
12966,11:22:44,SAFETY,7.62,56.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.6420,0.0000,0.0000,0.0000
13066,11:22:44,SAFETY,7.62,56.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.6390,0.0000,0.0000,0.0000
13166,11:22:44,SAFETY,7.62,56.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.6250,0.0000,0.0000,0.0000
13266,11:22:44,SAFETY,7.62,56.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.6230,0.0000,0.0000,0.0000
13366,11:22:44,SAFETY,7.62,56.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.6100,0.0000,0.0000,0.0000
13466,11:22:44,SAFETY,7.62,56.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.6070,0.0000,0.0000,0.0000
13566,11:22:45,SAFETY,7.62,56.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.5970,0.0000,0.0000,0.0000
13666,11:22:45,SAFETY,7.62,56.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.5920,0.0000,0.0000,0.0000
13766,11:22:45,SAFETY,7.72,62.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.5840,0.0000,0.0000,0.0000
13866,11:22:45,SAFETY,7.72,62.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.5790,0.0000,0.0000,0.0000
13966,11:22:45,SAFETY,7.72,62.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.5720,0.0000,0.0000,0.0000
14066,11:22:45,SAFETY,7.72,62.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.5670,0.0000,0.0000,0.0000
14166,11:22:45,SAFETY,7.72,62.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.5580,0.0000,0.0000,0.0000
14266,11:22:45,SAFETY,7.67,59.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.5530,0.0000,0.0000,0.0000
14366,11:22:45,SAFETY,7.67,59.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.5420,0.0000,0.0000,0.0000
14466,11:22:45,SAFETY,7.67,59.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.5370,0.0000,0.0000,0.0000
14566,11:22:46,SAFETY,7.67,59.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.5310,0.0000,0.0000,0.0000
14666,11:22:46,SAFETY,7.67,59.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.5260,0.0000,0.0000,0.0000
14766,11:22:46,SAFETY,7.60,55.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.5200,0.0000,0.0000,0.0000
14866,11:22:46,SAFETY,7.60,55.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.5140,0.0000,0.0000,0.0000
14966,11:22:46,SAFETY,7.60,55.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.5100,0.0000,0.0000,0.0000
15066,11:22:46,SAFETY,7.60,55.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.5080,0.0000,0.0000,0.0000
15166,11:22:46,SAFETY,7.60,55.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.5120,0.0000,0.0000,0.0000
15266,11:22:46,SAFETY,7.68,60.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.5190,0.0000,0.0000,0.0000
15366,11:22:46,SAFETY,7.68,60.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.5360,0.0000,0.0000,0.0000
15466,11:22:46,SAFETY,7.68,60.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.5560,0.0000,0.0000,0.0000
15566,11:22:47,SAFETY,7.68,60.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.5860,0.0000,0.0000,0.0000
15666,11:22:47,SAFETY,7.68,60.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.6140,0.0000,0.0000,0.0000
15766,11:22:47,SAFETY,7.72,62.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.6480,0.0000,0.0000,0.0000
15866,11:22:47,SAFETY,7.72,62.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.6810,0.0000,0.0000,0.0000
15966,11:22:47,SAFETY,7.72,62.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.7300,0.0000,0.0000,0.0000
16066,11:22:47,SAFETY,7.72,62.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.7670,0.0000,0.0000,0.0000
16166,11:22:47,SAFETY,7.72,62.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.8150,0.0000,0.0000,0.0000
16266,11:22:47,SAFETY,7.73,62.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.8430,0.0000,0.0000,0.0000
16366,11:22:47,SAFETY,7.73,62.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.8780,0.0000,0.0000,0.0000
16466,11:22:47,SAFETY,7.73,62.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.9020,0.0000,0.0000,0.0000
16566,11:22:48,SAFETY,7.73,62.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.9330,0.0000,0.0000,0.0000
16666,11:22:48,SAFETY,7.73,62.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,0.9610,0.0000,0.0000,0.0000
16766,11:22:48,SAFETY,7.78,65.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.0010,0.0000,0.0000,0.0000
16866,11:22:48,SAFETY,7.78,65.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.0360,0.0000,0.0000,0.0000
16966,11:22:48,SAFETY,7.78,65.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.0950,0.0000,0.0000,0.0000
17066,11:22:48,SAFETY,7.78,65.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.1300,0.0000,0.0000,0.0000
17166,11:22:48,SAFETY,7.78,65.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.1910,0.0000,0.0000,0.0000
17266,11:22:48,SAFETY,7.68,60.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.2210,0.0000,0.0000,0.0000
17366,11:22:48,SAFETY,7.68,60.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.2750,0.0000,0.0000,0.0000
17466,11:22:48,SAFETY,7.68,60.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.3050,0.0000,0.0000,0.0000
17566,11:22:49,SAFETY,7.68,60.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.3550,0.0000,0.0000,0.0000
17666,11:22:49,SAFETY,7.68,60.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.3970,0.0000,0.0000,0.0000
17766,11:22:49,SAFETY,7.74,63.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.4450,0.0000,0.0000,0.0000
17866,11:22:49,SAFETY,7.74,63.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.4930,0.0000,0.0000,0.0000
17966,11:22:49,SAFETY,7.74,63.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.5340,0.0000,0.0000,0.0000
18066,11:22:49,SAFETY,7.74,63.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.5730,0.0000,0.0000,0.0000
18166,11:22:49,SAFETY,7.74,63.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.5900,0.0000,0.0000,0.0000
18266,11:22:49,SAFETY,7.60,55.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.6170,0.0000,0.0000,0.0000
18366,11:22:49,SAFETY,7.60,55.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.6190,0.0000,0.0000,0.0000
18466,11:22:49,SAFETY,7.60,55.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.6360,0.0000,0.0000,0.0000
18566,11:22:50,SAFETY,7.60,55.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.6460,0.0000,0.0000,0.0000
18666,11:22:50,SAFETY,7.60,55.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.6480,0.0000,0.0000,0.0000
18766,11:22:50,SAFETY,7.67,59.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.6520,0.0000,0.0000,0.0000
18866,11:22:50,SAFETY,7.67,59.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.6440,0.0000,0.0000,0.0000
18966,11:22:50,SAFETY,7.67,59.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.6350,0.0000,0.0000,0.0000
19066,11:22:50,SAFETY,7.67,59.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.6240,0.0000,0.0000,0.0000
19166,11:22:50,SAFETY,7.67,59.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.6110,0.0000,0.0000,0.0000
19266,11:22:50,SAFETY,7.76,64.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.5950,0.0000,0.0000,0.0000
19366,11:22:50,SAFETY,7.76,64.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.5880,0.0000,0.0000,0.0000
19466,11:22:50,SAFETY,7.76,64.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.5510,0.0000,0.0000,0.0000
19566,11:22:51,SAFETY,7.76,64.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.5870,0.0000,0.0000,0.0000
19666,11:22:51,SAFETY,7.76,64.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.5940,0.0000,0.0000,0.0000
19766,11:22:51,SAFETY,7.64,58.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.5920,0.0000,0.0000,0.0000
19866,11:22:51,SAFETY,7.64,58.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.5960,0.0000,0.0000,0.0000
19966,11:22:51,SAFETY,7.64,58.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.5970,0.0000,0.0000,0.0000
20066,11:22:51,SAFETY,7.64,58.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.300,0.100,0.500,3.100,1.500,0.080,0.600,1.6000,0.0000,0.0000,0.0000
